"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3150000","CDFI2260032017000001","20170530","","01","영업/정상","13","영업중","","","","","02-6733-6000","","","서울특별시 강서구 공항동 1375","서울특별시 강서구 공항대로 30 (공항동 로얄스퀘어호텔서울)","07623","로얄스퀘어호텔","20210118140516","U","2020-11-30 22:00:00.0","","183171.101582153","450946.909086171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032016000005","20160405","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 광희동2가 96번지 ","'서울특별시 중구 퇴계로 343-1 (광희동2가 동양빌딩)'","04565","96번지","20180228100526","I","2018-08-31 23:59:59.0","","200792.068633415    ","451392.78961175     ","관광숙박업","","","","","","","","","","15","","96Bun;z","Hostel","","","","","","","","409.41","","","","","","","","","","","","","409","호스텔업"
"3010000","CDFI2260032020000001","20200113","","01","영업/정상","13","영업중","","","","","02-6926-4099","","","서울특별시 중구 을지로5가 92-2","서울특별시 중구 을지로 224 (을지로5가)","04561","나인트리 호텔 동대문","20210426120721","U","2020-12-03 22:08:00.0","","200187.271400312","451592.158106036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032018000008","20180823","","01","영업/정상","13","영업중","","","","","6020-7000","","","서울특별시 중구 서소문동 120-13 E.N.A 스위트 호텔","서울특별시 중구 세종대로11길 36 E.N.A 스위트 호텔 (서소문동)","04513","ENA 스위트 호텔","20210426120304","U","2020-12-03 22:08:00.0","","197624.288603","451114.07452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032016000003","20160219","","01","영업/정상","13","영업중","","","","","2279-3552","","","서울특별시 중구 을지로5가 275-3","서울특별시 중구 동호로 354 (을지로5가 극동 스타클래스)","04561","라마다서울동대문호텔(정광개발주식회사)","20210426114030","U","2020-12-03 22:08:00.0","","200161.192418006","451521.415517111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3040000","CDFI2260032021000001","20210916","","01","영업/정상","13","영업중","","","","","02-456-3271","","","서울특별시 광진구 광장동 327-1","서울특별시 광진구 아차산로76가길 12 (광장동)","04969","나무호텔","20211019152041","U","2020-10-30 22:01:00.0","","209407.745384399","449459.252995276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3150000","CDFI2260032007000002","20071001","","01","영업/정상","13","영업중","","","","","02-2694-0707","","157916","서울특별시 강서구 화곡동 1097-4","서울특별시 강서구 화곡로 327 (화곡동)","","이지갤러리관광호텔","20210118141502","U","2020-11-30 22:00:00.0","","186720.895010675","450123.211356154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032017000001","20170112","","01","영업/정상","13","영업중","","","","","2084-1000","","","서울특별시 중구 명동2가 104","서울특별시 중구 남대문로 56 (명동2가)","04535","알로프트서울명동호텔","20210719092312","U","2020-12-06 22:01:00.0","","198333.33582458","451110.784887572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000019","20150917","","01","영업/정상","13","영업중","","","","","070-7779-3327","","","서울특별시 중구 태평로2가 366-1 3층","서울특별시 중구 덕수궁길 7 3층 (태평로2가 오천회관빌딩)","04515","24게스트하우스 서울시청점","20210429111052","U","2020-12-05 00:01:00.0","","197838.506308443","451380.770303032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032016000014","20161020","","01","영업/정상","13","영업중","","","","","755-0091","","","서울특별시 중구 을지로2가 195-8","서울특별시 중구 명동9길 22 (을지로2가 호텔스카이파크 2)","04538","호텔스카이파크명동Ⅱ","20210128115223","U","2020-11-30 21:00:00.0","","198609.654267051","451404.404906149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000024","20151221","","01","영업/정상","13","영업중","","","","","2271-0827","","","서울특별시 중구 주교동 125-2","서울특별시 중구 청계천로 184 (주교동 남강빌딩)","04546","2U호스텔","20210225114000","U","2020-12-01 22:07:00.0","","199770.377675687","451814.600448477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000016","20150730","","01","영업/정상","13","영업중","","","","","02-776-0588","","100804","서울특별시 중구 남창동 9-15번지 10층 ","'서울특별시 중구 퇴계로 61 10층 (남창동)'","04529","24게스트하우스 명동타운점","20191210115856","U","2019-12-12 02:40:00.0","","198065.845616529    ","450787.39677054     ","관광숙박업","","일반상업지역","","","","","","10","","11","","24Guesthouse Myeongdong town","Hostel","","","","","","","","267.23","","","","","","","","","","","","","267","호스텔업"
"3010000","CDFI2260032015000013","20150515","","01","영업/정상","13","영업중","","","","","02-755-1300","","100873","서울특별시 중구 회현동1가 99-18번지 ","서울특별시 중구 퇴계로8길 31-9 (회현동1가)","04634","루미아 호텔","20191209100645","U","2019-12-11 02:40:00.0","","198142.881185174    ","450638.810478052    ","관광숙박업","","준주거지역","","학교정화(상대)","","","호텔","5","1","34","","Lumia Hotel","Hostel","","","","","","","","956.48","","","","","","","","","","","","","956","호스텔업"
"3010000","CDFI2260031970000003","19700701","","01","영업/정상","13","영업중","","","","","2266-3186","","100282","서울특별시 중구 인현동2가 73-1","서울특별시 중구 마른내로 71 (인현동2가)","","호텔 PJ","20200921123315","U","2019-12-08 22:03:00.0","","199550.506270874","451392.219693582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032018000007","20180719","","01","영업/정상","13","영업중","","","","","02  317 4053","","","서울특별시 중구 회현동1가 194-19","서울특별시 중구 퇴계로 67 (회현동1가)","04529","(주)조선호텔앤리조트 레스케이프","20210426120242","U","2020-12-03 22:08:00.0","","198107.305503203","450816.418965098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032017000003","20170306","","01","영업/정상","13","영업중","","","","","2179-2661","","","서울특별시 중구 초동 72-10","서울특별시 중구 마른내로 28 (초동)","04555","나인트리 프리미어호텔 명동2","20210426115705","U","2020-12-03 22:08:00.0","","199128.553284601","451340.595494209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032018000006","20180702","","01","영업/정상","13","영업중","","","","","3425-8050","","","서울특별시 중구 을지로6가 58-5","서울특별시 중구 을지로 238 (을지로6가)","04561","노보텔 앰배서더 서울 동대문 레지던스","20210420091710","U","2020-12-03 22:02:00.0","","200314.646974736","451554.066925226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032021000002","20210923","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1426-12","서울특별시 관악구 신림로70길 14 (신림동)","08753","골드빌","20211001155704","U","2020-10-31 00:03:00.0","","193706.653374624","442832.744067596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3200000","CDFI2260032021000001","20210923","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1426-11","서울특별시 관악구 봉천로12길 25 (신림동)","08753","팰리스","20211001155638","U","2020-10-31 00:03:00.0","","193710.457962963","442822.304969444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032008000002","20081022","","01","영업/정상","13","영업중","","","","","2220-8210","","100130","서울특별시 중구 순화동 214-0 외 1필지","서울특별시 중구 통일로 78 (순화동외 1필지)","","디에스디엘(주) 프레이저 플레이스 센트럴 서울","20210901093905","U","2020-12-09 00:03:00.0","","197268.885433824","451148.620978965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000023","20151102","","01","영업/정상","13","영업중","","","","","02-2095-4953","","","서울특별시 중구 북창동 93-99","서울특별시 중구 남대문로5길 15 (북창동)","04526","소테츠호텔즈 더 스프라지르 서울 명동","20210602094410","U","2020-12-06 00:04:00.0","","198067","451098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFI2260032021000002","20210929","","01","영업/정상","13","영업중","","","","","02-2040-3188","","","서울특별시 송파구 신천동 29-1 KT송파타워","서울특별시 송파구 잠실로 209 KT송파타워 (신천동)","05552","소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔)","20210929154803","I","2020-10-31 00:01:00.0","","209338.128679752","445745.524217446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3230000","CDFI2260032021000003","20210929","","01","영업/정상","13","영업중","","","","","02-2092-6000","","","서울특별시 송파구 신천동 29-1 KT송파타워","서울특별시 송파구 잠실로 209 KT송파타워 (신천동)","05552","소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(관광호텔)","20210929153051","I","2020-10-31 00:01:00.0","","209338.128679752","445745.524217446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260031969000001","19690328","","01","영업/정상","13","영업중","","","","","753-3131","","100191","서울특별시 중구 을지로1가 188-3","서울특별시 중구 을지로 16 (을지로1가)","","프레지던트호텔","20211013192721","U","2020-10-30 23:05:00.0","","198113.370663648","451483.299976911","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260031989000001","19890504","","01","영업/정상","13","영업중","","","","","753-7788","","100802","서울특별시 중구 남대문로5가 395번지 ","서울특별시 중구 소월로 50 (남대문로5가)","","(주)씨디엘호텔코리아(밀레니엄 힐튼 서울)","20200520134910","U","2020-05-22 02:40:00.0","","197762.501510022    ","450337.580626313    ","관광숙박업","관광사업","","","","","5성","","","","680","","CDL HOTEL KOREA(MILLENNIUM HILTON SEOUL)","Tourist Hotel","","","","","","","","82856","","","","","","","","","","","","","82856","관광호텔업"
"3010000","CDFI2260031987000005","19870708","","01","영업/정상","13","영업중","","","","","2250-8000","","100857","서울특별시 중구 장충동2가 산 5-5번지 ","서울특별시 중구 장충단로 60 (장충동2가)","","반얀트리 클럽 앤 스파 서울","20180212084725","I","2018-08-31 23:59:59.0","","200193.232424569    ","449809.744684888    ","관광숙박업","관광사업","","","","","","","","","50","","BANYAN TREE CLUB & SPA SEOUL","Family Hotel","","","","","","","","21393","","","","","","","","","","","","","21393","가족호텔업"
"3010000","CDFI2260032015000021","20151006","","01","영업/정상","13","영업중","","","","","779-9888","","","서울특별시 중구 을지로5가 274-1","서울특별시 중구 동호로35길 5 (을지로5가 석광빌딩)","04547","에이큐브 호텔","20210426115301","U","2020-12-03 22:08:00.0","","200110.335302043","451549.054429182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3020000","CDFI2260032017000003","20170929","","01","영업/정상","13","영업중","","","","","02-2223-7000","","","서울특별시 용산구 한강로3가 40-969번지","서울특별시 용산구 청파로20길 95 (한강로3가 서울드래곤시티)","04372","(주)서부티엔디 이비스 스타일 앰버서더 서울 용산","20200610131520","U","2019-12-05 23:02:00.0","","196610.663839509","447742.348636253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000004","20150126","","01","영업/정상","13","영업중","","","","","02-2275-5019","","100250","서울특별시 중구 예장동 1-43","서울특별시 중구 필동로8길 77 (예장동)","04626","하센영인호텔","20210901161443","U","2020-12-09 00:03:00.0","","199329.785160077","450473.272809688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260031987000002","19870811","","01","영업/정상","13","영업중","","","","","02-771-1000","","","서울특별시 중구 소공동 1","서울특별시 중구 을지로 30 (소공동 롯데호텔)","04533","호텔롯데","20210905181259","U","2020-12-09 00:07:00.0","","198259.65357739","451392.198218657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260031978000001","19781223","","01","영업/정상","13","영업중","","","","","2230-3114","","100856","서울특별시 중구 장충동2가 202","서울특별시 중구 동호로 249 (장충동2가)","","호텔신라","20210905180410","U","2020-12-09 00:07:00.0","","200463.625303538","450497.460903907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260031975000002","19750214","","01","영업/정상","13","영업중","","","","","777-7811","","100042","서울특별시 중구 남산동2가 31-1번지 ","서울특별시 중구 퇴계로20길 2 (남산동2가)","","퍼시픽호텔","20200525175540","U","2020-05-27 02:40:00.0","","198644.069040474    ","450827.86176286     ","관광숙박업","관광사업","","","","","","","","","181","","","","","","","","","","","13520","","","","","","","","","","","","","13520","관광호텔업"
"3010000","CDFI2260032013000002","20130610","","01","영업/정상","13","영업중","","","","","2098-0530","","100094","서울특별시 중구 남대문로4가 17-7","서울특별시 중구 세종대로 58 (남대문로4가)","04526","프레이저플레이스남대문","20210929135257","U","2020-10-31 00:01:00.0","","197847.754499522","451011.231861517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3080000","CDFI2260031991000001","19910416","","02","휴업","02","휴업","","20210901","20221231","","","","142804","서울특별시 강북구 미아동 42-8","서울특별시 강북구 도봉로 16 (미아동)","01220","호텔 빅토리아","20210930115519","U","2020-10-31 00:02:00.0","","202651.538047427","456473.886142136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032017000001","20170501","","01","영업/정상","13","영업중","","","","","025171304","","","서울특별시 동대문구 장안동 415-15","서울특별시 동대문구 천호대로 383 (장안동)","02633","더 리센츠","20211007111250","U","2020-10-31 00:09:00.0","","205377.431831779","451112.370883917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3050000","CDFI2260032016000003","20161018","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 휘경동 319-19","서울특별시 동대문구 회기로 188-12 (휘경동)","02446","체이슨 엠(CHASON M)","20200701145859","U","2019-12-07 00:03:00.0","","204932.775091374","454118.502321589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260031987000003","19870907","","01","영업/정상","13","영업중","","","","","771-4500","","100021","서울특별시 중구 명동1가 6-3","서울특별시 중구 명동길 61 (명동1가)","","로얄호텔서울","20211026181137","U","2020-10-30 22:08:00.0","","198662.073220851","451337.206272624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3000000","CDFI2260031968000001","19680501","","01","영업/정상","13","영업중","","","","","02-741-7811","","","서울특별시 종로구 창신동 444-14","서울특별시 종로구 종로 286 (창신동 이스턴호텔)","03119","동대문관광호텔","20210323101051","U","2020-12-02 22:05:00.0","","200846.171043058","452069.005122414","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032021000004","20211001","","01","영업/정상","13","영업중","","","","","02-000-0000","","","서울특별시 중구 을지로5가 19-29","서울특별시 중구 동호로 369 (을지로5가)","04546","호텔 유파이브(HOTEL U5)","20211001113255","I","2020-10-31 00:03:00.0","","200095.725883095","451681.037135698","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3010000","CDFI2260032015000007","20150217","","01","영업/정상","13","영업중","","","","","2280-8080","","100250","서울특별시 중구 예장동 2-19번지 ","서울특별시 중구 삼일대로2길 50 (예장동)","04627","오리엔스 호텔 앤 레지던스","20160706155528","I","2018-08-31 23:59:59.0","","199159.933187356    ","450864.449621814    ","관광숙박업","","일반주거지역","","","","","호텔","5","4","116","","ORIENS HOTEL & RESIDENCES","Family Hotel","","","","","","","","10421.97","","","","","","","","","","","","","10422","가족호텔업"
"3010000","CDFI2260032015000006","20150212","","01","영업/정상","13","영업중","","","","","070-8830-8160","","100310","서울특별시 중구 오장동 139-20번지 ","서울특별시 중구 동호로 343 (오장동)","04547","서울 엔 호스텔","20190222160445","U","2019-02-24 02:40:00.0","","200114.588886239    ","451412.287586053    ","관광숙박업","","일반상업지역","","","","","","","","20","","SEOUL N HOSTEL","HOSTEL","","","","","","","","401.22","","","","","","","","","","","","","401","호스텔업"
"3010000","CDFI2260032018000003","20180503","","01","영업/정상","13","영업중","","","","","02  37897115","","","서울특별시 중구 남산동2가 27-12","서울특별시 중구 퇴계로20길 32-10 (남산동2가)","04630","호텔룩홈","20201223180250","U","2019-11-01 22:05:00.0","","198676.510359648","450673.848023552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
